Market Day,HourEnding,Region,MTLF (MWh),Actual Load (MWh)
09/08/2019,2,South,20339.0,20785.7
09/08/2019,3,Central,30172.0,28719.6
09/08/2019,3,MISO,62080.0,61111.1
09/08/2019,3,North,12281.0,12386.2
09/08/2019,3,South,19627.0,20005.3
09/08/2019,4,Central,29879.0,28419.1
09/08/2019,4,MISO,61187.0,60158.5
09/08/2019,4,North,12182.0,12253.3
09/08/2019,4,South,19126.0,19486.1
09/08/2019,5,Central,30017.0,28477.7
09/08/2019,5,MISO,60987.0,59682.9
09/08/2019,5,North,12200.0,12210.7
09/08/2019,5,South,18770.0,18994.6
09/08/2019,6,Central,30493.0,28861.6
09/08/2019,6,MISO,61496.0,60101.7
09/08/2019,6,North,12367.0,12355.7
09/08/2019,6,South,18636.0,18884.4
09/08/2019,7,Central,31078.0,29407.0
09/08/2019,7,MISO,62237.0,61068.7
09/08/2019,7,North,12693.0,12774.3
09/08/2019,7,South,18466.0,18887.4
09/08/2019,8,Central,31937.0,30471.0
09/08/2019,8,MISO,63916.0,62693.7
09/08/2019,8,North,13143.0,13243.4
09/08/2019,8,South,18836.0,18979.3
09/08/2019,9,Central,32117.0,31976.8
09/08/2019,9,MISO,66140.0,66165.5
09/08/2019,9,North,13640.0,13829.7
09/08/2019,9,South,20383.0,20359.0
09/08/2019,10,Central,33479.0,33279.0
09/08/2019,10,MISO,69864.0,69746.6
09/08/2019,10,North,14086.0,14298.7
09/08/2019,10,South,22299.0,22168.9
09/08/2019,11,Central,34568.0,34283.8
09/08/2019,11,MISO,73278.0,72982.2
09/08/2019,11,North,14468.0,14627.5
09/08/2019,11,South,24242.0,24070.9
09/08/2019,12,Central,35291.0,34886.9
09/08/2019,12,MISO,76098.0,75767.7
09/08/2019,12,North,14721.0,14867.6
09/08/2019,12,South,26086.0,26013.2
09/08/2019,13,Central,35771.0,35318.1
09/08/2019,13,MISO,78309.0,78152.5
09/08/2019,13,North,14828.0,14900.7
09/08/2019,13,South,27710.0,27933.7
09/08/2019,14,Central,36153.0,35647.0
09/08/2019,14,MISO,79964.0,79857.7
09/08/2019,14,North,14874.0,14867.8
09/08/2019,14,South,28937.0,29342.9
09/08/2019,15,Central,36673.0,36158.2
09/08/2019,15,MISO,81171.0,81118.5
09/08/2019,15,North,14889.0,14766.7
09/08/2019,15,South,29609.0,30193.6
09/08/2019,16,Central,37414.0,36831.2
09/08/2019,16,MISO,82376.0,82125.3
09/08/2019,16,North,15023.0,14865.2
09/08/2019,16,South,29939.0,30428.9
09/08/2019,17,Central,38024.0,37691.0
09/08/2019,17,MISO,83252.0,83290.0
09/08/2019,17,North,15312.0,15061.5
09/08/2019,17,South,29916.0,30537.5
09/08/2019,18,Central,39202.0,38047.1
09/08/2019,18,MISO,84220.0,83584.0
09/08/2019,18,North,15667.0,15365.5
09/08/2019,18,South,29351.0,30171.4
09/08/2019,19,Central,38119.0,37902.4
09/08/2019,19,MISO,82441.0,82747.9
09/08/2019,19,North,15851.0,15576.1
09/08/2019,19,South,28471.0,29269.4
09/08/2019,20,Central,38706.0,38529.2
09/08/2019,20,MISO,82509.0,82638.0
09/08/2019,20,North,16061.0,15797.1
09/08/2019,20,South,27742.0,28311.7
09/08/2019,21,Central,37706.0,37823.0
09/08/2019,21,MISO,80747.0,81285.2
09/08/2019,21,North,16102.0,15818.1
09/08/2019,21,South,26939.0,27644.1
09/08/2019,22,Central,35467.0,35908.0
09/08/2019,22,MISO,76425.0,77203.3
09/08/2019,22,North,15375.0,15156.9
09/08/2019,22,South,25583.0,26138.4
09/08/2019,23,Central,33305.0,33867.6
09/08/2019,23,MISO,71544.0,72427.9
09/08/2019,23,North,14306.0,14208.9
09/08/2019,23,South,23933.0,24351.4
09/08/2019,24,Central,32302.0,32094.7
09/08/2019,24,MISO,68039.0,68110.0
09/08/2019,24,North,13415.0,13388.8
09/08/2019,24,South,22322.0,22626.5
09/09/2019,1,Central,31152.0,30928.0
09/09/2019,1,MISO,65270.0,65342.7
09/09/2019,1,North,12907.0,12942.7
09/09/2019,1,South,21211.0,21472.0
09/09/2019,2,Central,31348.0,30168.9
09/09/2019,2,MISO,64285.0,63443.8
09/09/2019,2,North,12624.0,12662.8
09/09/2019,2,South,20313.0,20612.1
09/09/2019,3,Central,31080.0,29813.3
09/09/2019,3,MISO,63286.0,62296.7
09/09/2019,3,North,12505.0,12463.6
09/09/2019,3,South,19701.0,20019.9
09/09/2019,4,Central,31370.0,30221.9
09/09/2019,4,MISO,63237.0,62513.8
09/09/2019,4,North,12534.0,12548.1
09/09/2019,4,South,19333.0,19743.7
09/09/2019,5,Central,32814.0,31593.6
09/09/2019,5,MISO,64953.0,64237.5
09/09/2019,5,North,12846.0,12857.8
09/09/2019,5,South,19293.0,19786.1
09/09/2019,6,Central,34993.0,34384.5
09/09/2019,6,MISO,68683.0,68562.7
09/09/2019,6,North,13813.0,13854.7
09/09/2019,6,South,19877.0,20323.4
09/09/2019,7,Central,37565.0,37008.3
09/09/2019,7,MISO,73884.0,73631.5
09/09/2019,7,North,15471.0,15496.6
09/09/2019,7,South,20848.0,21126.6
09/09/2019,8,Central,38107.0,38437.3
09/09/2019,8,MISO,75655.0,76339.7
09/09/2019,8,North,16355.0,16578.6
09/09/2019,8,South,21193.0,21323.8
09/09/2019,9,Central,39420.0,39708.4
09/09/2019,9,MISO,78331.0,78827.1
09/09/2019,9,North,16732.0,16973.2
09/09/2019,9,South,22179.0,22145.6
09/09/2019,10,Central,41070.0,40973.1
09/09/2019,10,MISO,81677.0,81638.8
09/09/2019,10,North,17001.0,17195.8
09/09/2019,10,South,23606.0,23470.0
09/09/2019,11,Central,42471.0,42380.3
09/09/2019,11,MISO,85080.0,85038.7
09/09/2019,11,North,17335.0,17533.5
09/09/2019,11,South,25274.0,25124.9
09/09/2019,12,Central,43716.0,43895.3
09/09/2019,12,MISO,88164.0,88505.2
09/09/2019,12,North,17584.0,17667.2
09/09/2019,12,South,26864.0,26942.7
09/09/2019,13,Central,44891.0,45474.6
09/09/2019,13,MISO,90906.0,91867.1
09/09/2019,13,North,17761.0,17776.7
09/09/2019,13,South,28254.0,28615.8
09/09/2019,14,Central,45948.0,46990.5
09/09/2019,14,MISO,93298.0,94752.2
09/09/2019,14,North,18016.0,17823.0
09/09/2019,14,South,29334.0,29938.7
09/09/2019,15,Central,46474.0,47810.3
09/09/2019,15,MISO,94226.0,96257.4
09/09/2019,15,North,18014.0,17788.3
09/09/2019,15,South,29738.0,30658.9
09/09/2019,16,Central,47047.0,48446.6
09/09/2019,16,MISO,94982.0,97153.1
09/09/2019,16,North,18071.0,17797.8
09/09/2019,16,South,29864.0,30908.8
09/09/2019,17,Central,47273.0,48735.1
09/09/2019,17,MISO,95128.0,97331.3
09/09/2019,17,North,18185.0,17948.2
09/09/2019,17,South,29670.0,30648.0
09/09/2019,18,Central,47004.0,48572.1
09/09/2019,18,MISO,94393.0,96570.0
09/09/2019,18,North,18294.0,18300.2
09/09/2019,18,South,29095.0,29697.7
09/09/2019,19,Central,46424.0,47718.4
09/09/2019,19,MISO,93003.0,94561.8
09/09/2019,19,North,18279.0,18311.7
09/09/2019,19,South,28300.0,28531.8
09/09/2019,20,Central,46100.0,47379.1
09/09/2019,20,MISO,92252.0,92833.2
09/09/2019,20,North,18325.0,18125.5
09/09/2019,20,South,27827.0,27328.6
09/09/2019,21,Central,44390.0,45756.7
09/09/2019,21,MISO,89704.0,90112.4
09/09/2019,21,North,18216.0,17973.0
09/09/2019,21,South,27098.0,26382.7
09/09/2019,22,Central,41531.0,42840.3
09/09/2019,22,MISO,84605.0,84902.3
09/09/2019,22,North,17375.0,17122.6
09/09/2019,22,South,25699.0,24939.5
09/09/2019,23,Central,39414.0,39797.2
09/09/2019,23,MISO,79884.0,79151.1
09/09/2019,23,North,16236.0,16007.0
09/09/2019,23,South,24234.0,23346.9
09/09/2019,24,Central,37520.0,37313.3
09/09/2019,24,MISO,75401.0,74343.6
09/09/2019,24,North,15224.0,15251.4
09/09/2019,24,South,22657.0,21778.9
09/10/2019,1,Central,35913.0,35504.7
09/10/2019,1,MISO,71882.0,70649.5
09/10/2019,1,North,14665.0,14550.2
09/10/2019,1,South,21304.0,20594.6
09/10/2019,2,Central,34730.0,34263.8
09/10/2019,2,MISO,69340.0,68190.6
09/10/2019,2,North,14170.0,14176.2
09/10/2019,2,South,20440.0,19750.5
09/10/2019,3,Central,34644.0,33618.7
09/10/2019,3,MISO,68359.0,66690.9
09/10/2019,3,North,13879.0,13924.3
09/10/2019,3,South,19836.0,19147.9
09/10/2019,4,Central,34659.0,33489.6
09/10/2019,4,MISO,67895.0,66093.7
09/10/2019,4,North,13782.0,13833.5
09/10/2019,4,South,19454.0,18770.6
09/10/2019,5,Central,35903.0,34554.7
09/10/2019,5,MISO,69308.0,67228.6
09/10/2019,5,North,14028.0,13939.5
09/10/2019,5,South,19377.0,18734.4
09/10/2019,6,Central,38459.0,37192.6
09/10/2019,6,MISO,73321.0,71349.9
09/10/2019,6,North,14998.0,14848.1
09/10/2019,6,South,19864.0,19309.3
09/10/2019,7,Central,39643.0,39899.7
09/10/2019,7,MISO,76917.0,76619.4
09/10/2019,7,North,16602.0,16455.6
09/10/2019,7,South,20672.0,20264.1
09/10/2019,8,Central,41210.0,41236.1
09/10/2019,8,MISO,79653.0,78834.5
09/10/2019,8,North,17537.0,17321.3
09/10/2019,8,South,20906.0,20277.2
09/10/2019,9,Central,43015.0,43127.3
09/10/2019,9,MISO,82717.0,81740.7
09/10/2019,9,North,17992.0,17579.7
09/10/2019,9,South,21710.0,21033.7
09/10/2019,10,Central,45148.0,45243.3
09/10/2019,10,MISO,86536.0,85698.1
09/10/2019,10,North,18402.0,17905.0
09/10/2019,10,South,22986.0,22549.9
09/10/2019,11,Central,47333.0,47358.5
09/10/2019,11,MISO,90737.0,89678.8
09/10/2019,11,North,18876.0,18158.3
09/10/2019,11,South,24528.0,24162.0
09/10/2019,12,Central,49467.0,49358.8
09/10/2019,12,MISO,94734.0,93498.0
09/10/2019,12,North,19273.0,18350.0
09/10/2019,12,South,25994.0,25789.3
09/10/2019,13,Central,51487.0,51446.6
09/10/2019,13,MISO,98323.0,97271.7
09/10/2019,13,North,19594.0,18688.6
09/10/2019,13,South,27242.0,27136.5
09/10/2019,14,Central,53163.0,53093.7
09/10/2019,14,MISO,101335.0,100299.7
09/10/2019,14,North,19941.0,19054.0
09/10/2019,14,South,28231.0,28152.0
09/10/2019,15,Central,54217.0,54251.0
09/10/2019,15,MISO,103171.0,102338.9
09/10/2019,15,North,20124.0,19220.0
09/10/2019,15,South,28830.0,28867.9
09/10/2019,16,Central,54831.0,55205.6
09/10/2019,16,MISO,104163.0,103922.4
09/10/2019,16,North,20227.0,19465.8
09/10/2019,16,South,29105.0,29251.0
09/10/2019,17,Central,54915.0,55391.1
09/10/2019,17,MISO,104287.0,104342.3
09/10/2019,17,North,20326.0,19728.1
09/10/2019,17,South,29046.0,29223.2
09/10/2019,18,Central,54468.0,54813.1
09/10/2019,18,MISO,103337.0,103507.8
09/10/2019,18,North,20359.0,19881.3
09/10/2019,18,South,28510.0,28813.4
09/10/2019,19,Central,53531.0,53578.6
09/10/2019,19,MISO,101455.0,101393.0
09/10/2019,19,North,20184.0,19849.2
09/10/2019,19,South,27740.0,27965.2
09/10/2019,20,Central,52895.0,53213.5
09/10/2019,20,MISO,100240.0,100143.0
09/10/2019,20,North,20048.0,19722.6
09/10/2019,20,South,27297.0,27206.9
09/10/2019,21,Central,50818.0,51350.3
09/10/2019,21,MISO,97205.0,97397.0
09/10/2019,21,North,19751.0,19538.7
09/10/2019,21,South,26636.0,26508.0
09/10/2019,22,Central,47409.0,47928.4
09/10/2019,22,MISO,91138.0,91525.6
09/10/2019,22,North,18539.0,18470.0
09/10/2019,22,South,25190.0,25127.2
09/10/2019,23,Central,43763.0,44204.3
09/10/2019,23,MISO,84338.0,84734.2
09/10/2019,23,North,17002.0,17098.5
09/10/2019,23,South,23573.0,23431.4
09/10/2019,24,Central,41339.0,41144.6
09/10/2019,24,MISO,79159.0,78819.0
09/10/2019,24,North,15775.0,15893.6
09/10/2019,24,South,22045.0,21780.8
09/11/2019,1,Central,39233.0,38860.2
09/11/2019,1,MISO,74741.0,74388.1
09/11/2019,1,North,14604.0,14916.2
09/11/2019,1,South,20904.0,20611.7
09/11/2019,2,Central,37906.0,37322.3
09/11/2019,2,MISO,71992.0,71561.8
09/11/2019,2,North,14076.0,14309.1
09/11/2019,2,South,20010.0,19930.4
09/11/2019,3,Central,36964.0,36269.1
09/11/2019,3,MISO,70129.0,69591.0
09/11/2019,3,North,13771.0,14025.5
09/11/2019,3,South,19394.0,19296.4
09/11/2019,4,Central,36795.0,36011.6
09/11/2019,4,MISO,69458.0,68923.4
09/11/2019,4,North,13658.0,13960.2
09/11/2019,4,South,19005.0,18951.6
09/11/2019,5,Central,37932.0,36994.5
09/11/2019,5,MISO,70701.0,70071.9
09/11/2019,5,North,13844.0,14193.1
09/11/2019,5,South,18925.0,18884.3
09/11/2019,6,Central,40684.0,39704.9
09/11/2019,6,MISO,74889.0,73941.3
09/11/2019,6,North,14774.0,14885.3
09/11/2019,6,South,19431.0,19351.1
09/11/2019,7,Central,43280.0,42148.6
09/11/2019,7,MISO,79951.0,78875.1
09/11/2019,7,North,16364.0,16477.1
09/11/2019,7,South,20307.0,20249.4
09/11/2019,8,Central,44975.0,43788.6
09/11/2019,8,MISO,82692.0,81605.4
09/11/2019,8,North,17223.0,17475.0
09/11/2019,8,South,20494.0,20341.9
09/11/2019,9,Central,46607.0,45899.1
09/11/2019,9,MISO,85718.0,85024.8
09/11/2019,9,North,17632.0,17784.0
09/11/2019,9,South,21479.0,21341.6
09/11/2019,10,Central,48160.0,48581.6
09/11/2019,10,MISO,89070.0,89571.6
09/11/2019,10,North,17977.0,18073.5
09/11/2019,10,South,22933.0,22916.5
09/11/2019,11,Central,50359.0,51546.4
09/11/2019,11,MISO,93293.0,94326.1
09/11/2019,11,North,18381.0,18252.4
09/11/2019,11,South,24553.0,24527.3
09/11/2019,12,Central,52290.0,54100.8
09/11/2019,12,MISO,97069.0,98567.0
09/11/2019,12,North,18699.0,18391.3
09/11/2019,12,South,26080.0,26074.9
09/11/2019,13,Central,53970.0,56280.2
09/11/2019,13,MISO,100372.0,102267.7
09/11/2019,13,North,18946.0,18481.2
09/11/2019,13,South,27456.0,27506.3
09/11/2019,14,Central,55268.0,57336.3
09/11/2019,14,MISO,103101.0,104899.5
09/11/2019,14,North,19245.0,18812.3
09/11/2019,14,South,28588.0,28750.9
09/11/2019,15,Central,55952.0,57246.4
09/11/2019,15,MISO,104660.0,105748.5
09/11/2019,15,North,19408.0,19042.9
09/11/2019,15,South,29300.0,29459.2
09/11/2019,16,Central,56147.0,57240.9
09/11/2019,16,MISO,105290.0,106369.7
09/11/2019,16,North,19518.0,19216.7
09/11/2019,16,South,29625.0,29912.2
09/11/2019,17,Central,55810.0,56835.1
09/11/2019,17,MISO,104984.0,106367.9
09/11/2019,17,North,19605.0,19363.9
09/11/2019,17,South,29569.0,30168.9
09/11/2019,18,Central,54917.0,55776.8
09/11/2019,18,MISO,103585.0,104790.2
09/11/2019,18,North,19633.0,19401.3
09/11/2019,18,South,29035.0,29612.2
09/11/2019,19,Central,53636.0,54128.7
09/11/2019,19,MISO,101308.0,101829.0
09/11/2019,19,North,19485.0,19195.1
09/11/2019,19,South,28187.0,28505.1
09/11/2019,20,Central,52838.0,52890.5
09/11/2019,20,MISO,99728.0,99530.1
09/11/2019,20,North,19374.0,19036.8
09/11/2019,20,South,27516.0,27602.8
09/11/2019,21,Central,50698.0,50628.1
09/11/2019,21,MISO,96680.0,96228.5
09/11/2019,21,North,19163.0,18793.1
09/11/2019,21,South,26819.0,26807.4
09/11/2019,22,Central,48660.0,47069.3
09/11/2019,22,MISO,92117.0,90114.4
09/11/2019,22,North,18082.0,17793.0
09/11/2019,22,South,25375.0,25252.1
09/11/2019,23,Central,45355.0,43274.3
09/11/2019,23,MISO,85624.0,83265.2
09/11/2019,23,North,16638.0,16487.4
09/11/2019,23,South,23631.0,23503.4
09/11/2019,24,Central,42288.0,40235.5
09/11/2019,24,MISO,79803.0,77467.8
09/11/2019,24,North,15529.0,15428.8
09/11/2019,24,South,21986.0,21803.5
09/12/2019,1,Central,40266.0,37976.3
09/12/2019,1,MISO,75519.0,73060.6
09/12/2019,1,North,14542.0,14579.7
09/12/2019,1,South,20711.0,20504.6
09/12/2019,2,Central,38607.0,36521.7
09/12/2019,2,MISO,72463.0,70170.6
09/12/2019,2,North,13997.0,14063.7
09/12/2019,2,South,19859.0,19585.2
09/12/2019,3,Central,37540.0,35525.9
09/12/2019,3,MISO,70499.0,68241.0
09/12/2019,3,North,13705.0,13754.0
09/12/2019,3,South,19254.0,18961.0
09/12/2019,4,Central,37233.0,35272.6
09/12/2019,4,MISO,69709.0,67596.4
09/12/2019,4,North,13612.0,13671.5
09/12/2019,4,South,18864.0,18652.3
09/12/2019,5,Central,38187.0,36329.0
09/12/2019,5,MISO,70827.0,68745.6
09/12/2019,5,North,13843.0,13812.9
09/12/2019,5,South,18797.0,18603.6
09/12/2019,6,Central,40065.0,38970.2
09/12/2019,6,MISO,74122.0,72803.3
09/12/2019,6,North,14749.0,14673.7
09/12/2019,6,South,19308.0,19159.5
09/12/2019,7,Central,42088.0,41392.5
09/12/2019,7,MISO,78553.0,77814.9
09/12/2019,7,North,16328.0,16365.8
09/12/2019,7,South,20137.0,20056.7
09/12/2019,8,Central,43570.0,42638.8
09/12/2019,8,MISO,81190.0,80188.8
09/12/2019,8,North,17211.0,17341.2
09/12/2019,8,South,20409.0,20208.9
09/12/2019,9,Central,45266.0,44116.5
09/12/2019,9,MISO,84399.0,83032.4
09/12/2019,9,North,17639.0,17656.4
09/12/2019,9,South,21494.0,21259.5
09/12/2019,10,Central,47272.0,46184.0
09/12/2019,10,MISO,88323.0,87058.3
09/12/2019,10,North,17996.0,18039.4
09/12/2019,10,South,23055.0,22835.0
09/12/2019,11,Central,49171.0,48336.6
09/12/2019,11,MISO,92381.0,91612.5
09/12/2019,11,North,18406.0,18536.0
09/12/2019,11,South,24804.0,24739.9
09/12/2019,12,Central,50916.0,50128.7
09/12/2019,12,MISO,96096.0,95464.0
09/12/2019,12,North,18702.0,18862.1
09/12/2019,12,South,26478.0,26473.2
09/12/2019,13,Central,52452.0,51564.1
09/12/2019,13,MISO,99350.0,98532.2
09/12/2019,13,North,18889.0,19119.0
09/12/2019,13,South,28009.0,27849.1
09/12/2019,14,Central,53608.0,52495.0
09/12/2019,14,MISO,102030.0,100764.7
09/12/2019,14,North,19112.0,19321.8
09/12/2019,14,South,29310.0,28947.9
09/12/2019,15,Central,54136.0,52974.6
09/12/2019,15,MISO,103426.0,102081.6
09/12/2019,15,North,19152.0,19386.6
09/12/2019,15,South,30138.0,29720.4
09/12/2019,16,Central,54196.0,53226.6
09/12/2019,16,MISO,103856.0,102420.9
09/12/2019,16,North,19102.0,19312.0
09/12/2019,16,South,30558.0,29882.2
09/12/2019,17,Central,53722.0,53002.3
09/12/2019,17,MISO,103315.0,102248.9
09/12/2019,17,North,19053.0,19396.2
09/12/2019,17,South,30540.0,29850.4
09/12/2019,18,Central,52767.0,52273.3
09/12/2019,18,MISO,101680.0,100831.6
09/12/2019,18,North,18985.0,19225.4
09/12/2019,18,South,29928.0,29333.0
09/12/2019,19,Central,51558.0,51141.6
09/12/2019,19,MISO,99322.0,98305.1
09/12/2019,19,North,18803.0,18866.4
09/12/2019,19,South,28961.0,28297.1
09/12/2019,20,Central,50935.0,50619.0
09/12/2019,20,MISO,97830.0,96751.2
09/12/2019,20,North,18784.0,18704.7
09/12/2019,20,South,28111.0,27427.5
09/12/2019,21,Central,49046.0,48540.8
09/12/2019,21,MISO,94984.0,93504.5
09/12/2019,21,North,18652.0,18408.4
09/12/2019,21,South,27286.0,26555.2
09/12/2019,22,Central,46729.0,45518.1
09/12/2019,22,MISO,90206.0,88155.6
09/12/2019,22,North,17639.0,17579.1
09/12/2019,22,South,25838.0,25058.5
09/12/2019,23,Central,43376.0,42145.8
09/12/2019,23,MISO,83692.0,81780.8
09/12/2019,23,North,16291.0,16387.1
09/12/2019,23,South,24025.0,23248.0
09/12/2019,24,Central,41196.0,39299.5
09/12/2019,24,MISO,78712.0,76053.2
09/12/2019,24,North,15209.0,15187.4
09/12/2019,24,South,22307.0,21566.4
09/13/2019,1,Central,38649.0,37352.4
09/13/2019,1,MISO,74082.0,72241.1
09/13/2019,1,North,14697.0,14455.3
09/13/2019,1,South,20736.0,20433.4
09/13/2019,2,Central,37293.0,35958.8
09/13/2019,2,MISO,71192.0,69353.6
09/13/2019,2,North,14098.0,13902.5
09/13/2019,2,South,19801.0,19492.3
09/13/2019,3,Central,36473.0,35122.4
09/13/2019,3,MISO,69363.0,67657.4
09/13/2019,3,North,13739.0,13594.5
09/13/2019,3,South,19151.0,18940.5
09/13/2019,4,Central,36312.0,35033.0
09/13/2019,4,MISO,68642.0,67022.4
09/13/2019,4,North,13579.0,13468.0
09/13/2019,4,South,18751.0,18521.3
09/13/2019,5,Central,37324.0,36082.6
09/13/2019,5,MISO,69724.0,68191.9
09/13/2019,5,North,13740.0,13605.5
09/13/2019,5,South,18660.0,18503.8
09/13/2019,6,Central,39153.0,38590.7
09/13/2019,6,MISO,72826.0,71926.4
09/13/2019,6,North,14526.0,14299.8
09/13/2019,6,South,19147.0,19035.9
09/13/2019,7,Central,41021.0,41109.2
09/13/2019,7,MISO,76993.0,76737.7
09/13/2019,7,North,15990.0,15743.8
09/13/2019,7,South,19982.0,19884.7
09/13/2019,8,Central,41876.0,42552.9
09/13/2019,8,MISO,78975.0,79104.1
09/13/2019,8,North,16847.0,16560.9
09/13/2019,8,South,20252.0,19990.3
09/13/2019,9,Central,43349.0,44085.0
09/13/2019,9,MISO,81809.0,81880.8
09/13/2019,9,North,17161.0,16759.4
09/13/2019,9,South,21299.0,21036.4
09/13/2019,10,Central,44996.0,45841.8
09/13/2019,10,MISO,85199.0,85229.2
09/13/2019,10,North,17325.0,16801.9
09/13/2019,10,South,22878.0,22585.5
09/13/2019,11,Central,46368.0,47598.0
09/13/2019,11,MISO,88606.0,88843.7
09/13/2019,11,North,17507.0,16725.6
09/13/2019,11,South,24731.0,24520.1
09/13/2019,12,Central,47477.0,49113.4
09/13/2019,12,MISO,91640.0,92383.8
09/13/2019,12,North,17588.0,16843.5
09/13/2019,12,South,26575.0,26426.9
09/13/2019,13,Central,48444.0,50757.0
09/13/2019,13,MISO,94331.0,95456.3
09/13/2019,13,North,17606.0,16671.8
09/13/2019,13,South,28281.0,28027.6
09/13/2019,14,Central,49126.0,51637.4
09/13/2019,14,MISO,96519.0,97613.4
09/13/2019,14,North,17696.0,16716.8
09/13/2019,14,South,29697.0,29259.2
09/13/2019,15,Central,49293.0,51679.2
09/13/2019,15,MISO,97441.0,98167.1
09/13/2019,15,North,17624.0,16665.6
09/13/2019,15,South,30524.0,29822.3
09/13/2019,16,Central,49034.0,51137.3
09/13/2019,16,MISO,97384.0,97926.7
09/13/2019,16,North,17492.0,16630.5
09/13/2019,16,South,30858.0,30158.9
09/13/2019,17,Central,48310.0,50330.2
09/13/2019,17,MISO,96389.0,97134.4
09/13/2019,17,North,17393.0,16692.1
09/13/2019,17,South,30686.0,30112.1
09/13/2019,18,Central,47132.0,48656.5
09/13/2019,18,MISO,94237.0,94658.8
09/13/2019,18,North,17245.0,16549.9
09/13/2019,18,South,29860.0,29452.5
09/13/2019,19,Central,45754.0,46291.4
09/13/2019,19,MISO,91417.0,90666.4
09/13/2019,19,North,16996.0,16261.2
09/13/2019,19,South,28667.0,28113.8
09/13/2019,20,Central,45072.0,45087.6
09/13/2019,20,MISO,89440.0,88086.0
09/13/2019,20,North,16829.0,16072.7
09/13/2019,20,South,27539.0,26925.7
09/13/2019,21,Central,43504.0,43167.3
09/13/2019,21,MISO,86767.0,85043.6
09/13/2019,21,North,16733.0,15998.0
09/13/2019,21,South,26530.0,25878.3
09/13/2019,22,Central,40895.0,40454.6
09/13/2019,22,MISO,82124.0,80281.0
09/13/2019,22,North,16046.0,15374.0
09/13/2019,22,South,25183.0,24452.4
09/13/2019,23,Central,37834.0,37465.4
09/13/2019,23,MISO,76572.0,75149.5
09/13/2019,23,North,15060.0,14566.3
09/13/2019,23,South,23678.0,23117.8
09/13/2019,24,Central,36026.0,34775.6
09/13/2019,24,MISO,72420.0,70222.0
09/13/2019,24,North,14194.0,13770.0
09/13/2019,24,South,22200.0,21676.4
09/14/2019,1,Central,34711.0,32866.0
09/14/2019,1,MISO,69041.0,66294.3
09/14/2019,1,North,13274.0,13076.7
09/14/2019,1,South,21056.0,20351.6
09/14/2019,2,Central,33341.0,31346.4
09/14/2019,2,MISO,66196.0,63396.7
09/14/2019,2,North,12793.0,12641.6
09/14/2019,2,South,20062.0,19408.8
09/14/2019,3,Central,32845.0,30454.1
09/14/2019,3,MISO,64706.0,61585.2
09/14/2019,3,North,12524.0,12387.0
09/14/2019,3,South,19337.0,18744.1
09/14/2019,4,Central,32769.0,30075.7
09/14/2019,4,MISO,63977.0,60634.1
09/14/2019,4,North,12401.0,12256.5
09/14/2019,4,South,18807.0,18301.9
09/14/2019,5,Central,32951.0,30280.1
09/14/2019,5,MISO,63898.0,60497.0
09/14/2019,5,North,12459.0,12296.8
09/14/2019,5,South,18488.0,17920.1
09/14/2019,6,Central,33782.0,30998.6
09/14/2019,6,MISO,65061.0,61487.6
09/14/2019,6,North,12778.0,12611.9
09/14/2019,6,South,18501.0,17877.0
09/14/2019,7,Central,34421.0,31638.5
09/14/2019,7,MISO,66327.0,62885.7
09/14/2019,7,North,13314.0,13211.6
09/14/2019,7,South,18592.0,18035.6
09/14/2019,8,Central,35465.0,32953.3
09/14/2019,8,MISO,68279.0,64898.5
09/14/2019,8,North,13913.0,13735.2
09/14/2019,8,South,18901.0,18210.1
09/14/2019,9,Central,35791.0,34811.9
09/14/2019,9,MISO,70506.0,68521.4
09/14/2019,9,North,14492.0,14305.5
09/14/2019,9,South,20223.0,19404.0
09/14/2019,10,Central,37247.0,36311.5
09/14/2019,10,MISO,74179.0,72059.9
09/14/2019,10,North,14933.0,14653.7
09/14/2019,10,South,21999.0,21094.7
09/14/2019,11,Central,38459.0,37455.0
09/14/2019,11,MISO,77645.0,75467.8
09/14/2019,11,North,15256.0,14900.4
09/14/2019,11,South,23930.0,23112.4
09/14/2019,12,Central,39424.0,38625.6
09/14/2019,12,MISO,80643.0,78550.2
09/14/2019,12,North,15477.0,15083.7
09/14/2019,12,South,25742.0,24841.0
09/14/2019,13,Central,40342.0,39668.9
09/14/2019,13,MISO,83260.0,81183.0
09/14/2019,13,North,15601.0,15258.1
09/14/2019,13,South,27317.0,26256.0
09/14/2019,14,Central,41188.0,41008.7
09/14/2019,14,MISO,85448.0,83745.8
09/14/2019,14,North,15715.0,15343.1
09/14/2019,14,South,28545.0,27394.0
09/14/2019,15,Central,41963.0,42097.6
09/14/2019,15,MISO,87064.0,85593.7
09/14/2019,15,North,15852.0,15284.6
09/14/2019,15,South,29249.0,28211.5
09/14/2019,16,Central,42618.0,43273.4
09/14/2019,16,MISO,88242.0,87390.8
09/14/2019,16,North,16095.0,15502.2
09/14/2019,16,South,29529.0,28615.2
09/14/2019,17,Central,42861.0,43858.1
09/14/2019,17,MISO,88561.0,88204.3
09/14/2019,17,North,16358.0,15808.1
09/14/2019,17,South,29342.0,28538.1
09/14/2019,18,Central,42447.0,43442.7
09/14/2019,18,MISO,87593.0,87398.5
09/14/2019,18,North,16531.0,16041.5
09/14/2019,18,South,28615.0,27914.4
09/14/2019,19,Central,41549.0,41924.8
