Year,State,Attribute,Model Parameters,Prediction Years Out,Prediction,Confidence Interval,AIC,AICc,BIC,Actual,Error,Absolute Error
2017,IA,Total,"(2, 2, 1)",2,145.6280353019829,[145.62799148 145.62807913],-40.71878043857038,-78.4330661528561,-50.63404526322117,433,-287.3719646980171,287.3719646980171
2018,IA,Total,"(2, 2, 1)",3,72.2244764273637,[72.22440309 72.22454976],-40.71878043857038,-78.4330661528561,-50.63404526322117,917,-844.7755235726363,844.7755235726363
2019,IA,Total,"(2, 2, 1)",4,-19.852985342105967,[-19.85309269 -19.85287799],-40.71878043857038,-78.4330661528561,-50.63404526322117,753,-772.852985342106,772.852985342106
2016,IA,Total,"(2, 2, 2)",1,198.4187537803955,[198.41873418 198.41877338],-38.71878043857038,-77.71878043857038,-49.53543297455306,280,-81.58124621960451,81.58124621960451
2017,IA,Total,"(2, 2, 2)",2,145.6280353019829,[145.62799148 145.62807913],-38.71878043857038,-77.71878043857038,-49.53543297455306,433,-287.3719646980171,287.3719646980171
2018,IA,Total,"(2, 2, 2)",3,72.2244764273637,[72.22440309 72.22454976],-38.71878043857038,-77.71878043857038,-49.53543297455306,917,-844.7755235726363,844.7755235726363
2019,IA,Total,"(2, 2, 2)",4,-19.852985342105967,[-19.85309269 -19.85287799],-38.71878043857038,-77.71878043857038,-49.53543297455306,753,-772.852985342106,772.852985342106
2016,KY,Total,"(0, 1, 0)",1,142.83438549444145,[142.83436589 142.83440509],-47.56392159059328,-83.56392159059328,-52.473566701634155,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(0, 1, 0)",2,125.26819739824532,[125.26816968 125.26822512],-47.56392159059328,-83.56392159059328,-52.473566701634155,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(0, 1, 0)",3,103.89419931927478,[103.89416537 103.89423327],-47.56392159059328,-83.56392159059328,-52.473566701634155,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(0, 1, 0)",4,78.7166628680825,[78.71662367 78.71670207],-47.56392159059328,-83.56392159059328,-52.473566701634155,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(0, 1, 1)",1,142.83438549444145,[142.83436589 142.83440509],-45.56392159059328,-81.56392159059328,-51.08727234051427,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(0, 1, 1)",2,125.26819739824532,[125.26816968 125.26822512],-45.56392159059328,-81.56392159059328,-51.08727234051427,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(0, 1, 1)",3,103.89419931927478,[103.89416537 103.89423327],-45.56392159059328,-81.56392159059328,-51.08727234051427,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(0, 1, 1)",4,78.7166628680825,[78.71662367 78.71670207],-45.56392159059328,-81.56392159059328,-51.08727234051427,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(0, 1, 2)",1,142.83438549444145,[142.83436589 142.83440509],-43.56392159059328,-80.23058825725995,-49.700977979394374,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(0, 1, 2)",2,125.26819739824532,[125.26816968 125.26822512],-43.56392159059328,-80.23058825725995,-49.700977979394374,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(0, 1, 2)",3,103.89419931927478,[103.89416537 103.89423327],-43.56392159059328,-80.23058825725995,-49.700977979394374,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(0, 1, 2)",4,78.7166628680825,[78.71662367 78.71670207],-43.56392159059328,-80.23058825725995,-49.700977979394374,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(0, 2, 0)",1,191.53107103505317,[191.53105144 191.53109063],-46.71878043856985,-82.71878043856985,-53.92988212922497,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(0, 2, 0)",2,241.6213876501788,[241.62134382 241.62143148],-46.71878043856985,-82.71878043856985,-53.92988212922497,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(0, 2, 0)",3,310.6657998750161,[310.66572654 310.66587321],-46.71878043856985,-82.71878043856985,-53.92988212922497,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(0, 2, 0)",4,397.9439122319818,[397.94380488 397.94401958],-46.71878043856985,-82.71878043856985,-53.92988212922497,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(0, 2, 1)",1,191.53107103505317,[191.53105144 191.53109063],-44.718780438570604,-80.7187804385706,-52.83126984055762,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(0, 2, 1)",2,241.6213876501788,[241.62134382 241.62143148],-44.718780438570604,-80.7187804385706,-52.83126984055762,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(0, 2, 1)",3,310.6657998750161,[310.66572654 310.66587321],-44.718780438570604,-80.7187804385706,-52.83126984055762,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(0, 2, 1)",4,397.9439122319818,[397.94380488 397.94401958],-44.718780438570604,-80.7187804385706,-52.83126984055762,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(0, 2, 2)",1,191.53107103505317,[191.53105144 191.53109063],-42.718780438570604,-79.38544710523728,-51.7326575518895,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(0, 2, 2)",2,241.6213876501788,[241.62134382 241.62143148],-42.718780438570604,-79.38544710523728,-51.7326575518895,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(0, 2, 2)",3,310.6657998750161,[310.66572654 310.66587321],-42.718780438570604,-79.38544710523728,-51.7326575518895,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(0, 2, 2)",4,397.9439122319818,[397.94380488 397.94401958],-42.718780438570604,-79.38544710523728,-51.7326575518895,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(1, 1, 0)",1,142.83438549444145,[142.83436589 142.83440509],-45.56392159059328,-81.56392159059328,-51.08727234051427,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(1, 1, 0)",2,125.26819739824532,[125.26816968 125.26822512],-45.56392159059328,-81.56392159059328,-51.08727234051427,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(1, 1, 0)",3,103.89419931927478,[103.89416537 103.89423327],-45.56392159059328,-81.56392159059328,-51.08727234051427,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(1, 1, 0)",4,78.7166628680825,[78.71662367 78.71670207],-45.56392159059328,-81.56392159059328,-51.08727234051427,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(1, 1, 1)",1,142.83438549444145,[142.83436589 142.83440509],-43.56392159059328,-80.23058825725995,-49.700977979394374,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(1, 1, 1)",2,125.26819739824532,[125.26816968 125.26822512],-43.56392159059328,-80.23058825725995,-49.700977979394374,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(1, 1, 1)",3,103.89419931927478,[103.89416537 103.89423327],-43.56392159059328,-80.23058825725995,-49.700977979394374,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(1, 1, 1)",4,78.7166628680825,[78.71662367 78.71670207],-43.56392159059328,-80.23058825725995,-49.700977979394374,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(1, 1, 2)",1,142.83438549444145,[142.83436589 142.83440509],-41.56392159059328,-79.278207304879,-48.314683618274486,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(1, 1, 2)",2,125.26819739824532,[125.26816968 125.26822512],-41.56392159059328,-79.278207304879,-48.314683618274486,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(1, 1, 2)",3,103.89419931927478,[103.89416537 103.89423327],-41.56392159059328,-79.278207304879,-48.314683618274486,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(1, 1, 2)",4,78.7166628680825,[78.71662367 78.71670207],-41.56392159059328,-79.278207304879,-48.314683618274486,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(1, 2, 0)",1,191.53107103505317,[191.53105144 191.53109063],-44.71878043856985,-80.71878043856985,-52.831269840556864,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(1, 2, 0)",2,241.6213876501788,[241.62134382 241.62143148],-44.71878043856985,-80.71878043856985,-52.831269840556864,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(1, 2, 0)",3,310.6657998750161,[310.66572654 310.66587321],-44.71878043856985,-80.71878043856985,-52.831269840556864,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(1, 2, 0)",4,397.9439122319818,[397.94380488 397.94401958],-44.71878043856985,-80.71878043856985,-52.831269840556864,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(1, 2, 1)",1,191.53107103505317,[191.53105144 191.53109063],-42.718780438570604,-79.38544710523728,-51.7326575518895,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(1, 2, 1)",2,241.6213876501788,[241.62134382 241.62143148],-42.718780438570604,-79.38544710523728,-51.7326575518895,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(1, 2, 1)",3,310.6657998750161,[310.66572654 310.66587321],-42.718780438570604,-79.38544710523728,-51.7326575518895,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(1, 2, 1)",4,397.9439122319818,[397.94380488 397.94401958],-42.718780438570604,-79.38544710523728,-51.7326575518895,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(1, 2, 2)",1,191.53107103505317,[191.53105144 191.53109063],-40.718780438570604,-78.43306615285633,-50.634045263221395,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(1, 2, 2)",2,241.6213876501788,[241.62134382 241.62143148],-40.718780438570604,-78.43306615285633,-50.634045263221395,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(1, 2, 2)",3,310.6657998750161,[310.66572654 310.66587321],-40.718780438570604,-78.43306615285633,-50.634045263221395,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(1, 2, 2)",4,397.9439122319818,[397.94380488 397.94401958],-40.718780438570604,-78.43306615285633,-50.634045263221395,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(2, 1, 0)",1,142.83438549444145,[142.83436589 142.83440509],-43.56392159059328,-80.23058825725995,-49.700977979394374,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(2, 1, 0)",2,125.26819739824532,[125.26816968 125.26822512],-43.56392159059328,-80.23058825725995,-49.700977979394374,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(2, 1, 0)",3,103.89419931927478,[103.89416537 103.89423327],-43.56392159059328,-80.23058825725995,-49.700977979394374,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(2, 1, 0)",4,78.7166628680825,[78.71662367 78.71670207],-43.56392159059328,-80.23058825725995,-49.700977979394374,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(2, 1, 1)",1,142.83438549444145,[142.83436589 142.83440509],-41.56392159059328,-79.278207304879,-48.314683618274486,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(2, 1, 1)",2,125.26819739824532,[125.26816968 125.26822512],-41.56392159059328,-79.278207304879,-48.314683618274486,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(2, 1, 1)",3,103.89419931927478,[103.89416537 103.89423327],-41.56392159059328,-79.278207304879,-48.314683618274486,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(2, 1, 1)",4,78.7166628680825,[78.71662367 78.71670207],-41.56392159059328,-79.278207304879,-48.314683618274486,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(2, 1, 2)",1,142.83438549444145,[142.83436589 142.83440509],-39.56392159059328,-78.56392159059328,-46.92838925715459,280,-137.16561450555855,137.16561450555855
2017,KY,Total,"(2, 1, 2)",2,125.26819739824532,[125.26816968 125.26822512],-39.56392159059328,-78.56392159059328,-46.92838925715459,360,-234.73180260175468,234.73180260175468
2018,KY,Total,"(2, 1, 2)",3,103.89419931927478,[103.89416537 103.89423327],-39.56392159059328,-78.56392159059328,-46.92838925715459,787,-683.1058006807252,683.1058006807252
2019,KY,Total,"(2, 1, 2)",4,78.7166628680825,[78.71662367 78.71670207],-39.56392159059328,-78.56392159059328,-46.92838925715459,804,-725.2833371319175,725.2833371319175
2016,KY,Total,"(2, 2, 0)",1,191.53107103505317,[191.53105144 191.53109063],-42.718780438570604,-79.38544710523728,-51.7326575518895,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(2, 2, 0)",2,241.6213876501788,[241.62134382 241.62143148],-42.718780438570604,-79.38544710523728,-51.7326575518895,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(2, 2, 0)",3,310.6657998750161,[310.66572654 310.66587321],-42.718780438570604,-79.38544710523728,-51.7326575518895,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(2, 2, 0)",4,397.9439122319818,[397.94380488 397.94401958],-42.718780438570604,-79.38544710523728,-51.7326575518895,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(2, 2, 1)",1,191.53107103505317,[191.53105144 191.53109063],-40.718780438570604,-78.43306615285633,-50.634045263221395,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(2, 2, 1)",2,241.6213876501788,[241.62134382 241.62143148],-40.718780438570604,-78.43306615285633,-50.634045263221395,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(2, 2, 1)",3,310.6657998750161,[310.66572654 310.66587321],-40.718780438570604,-78.43306615285633,-50.634045263221395,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(2, 2, 1)",4,397.9439122319818,[397.94380488 397.94401958],-40.718780438570604,-78.43306615285633,-50.634045263221395,804,-406.0560877680182,406.0560877680182
2016,KY,Total,"(2, 2, 2)",1,191.53107103505317,[191.53105144 191.53109063],-38.718780438570604,-77.7187804385706,-49.53543297455329,280,-88.46892896494683,88.46892896494683
2017,KY,Total,"(2, 2, 2)",2,241.6213876501788,[241.62134382 241.62143148],-38.718780438570604,-77.7187804385706,-49.53543297455329,360,-118.3786123498212,118.3786123498212
2018,KY,Total,"(2, 2, 2)",3,310.6657998750161,[310.66572654 310.66587321],-38.718780438570604,-77.7187804385706,-49.53543297455329,787,-476.3342001249839,476.3342001249839
2019,KY,Total,"(2, 2, 2)",4,397.9439122319818,[397.94380488 397.94401958],-38.718780438570604,-77.7187804385706,-49.53543297455329,804,-406.0560877680182,406.0560877680182
2016,LA,Total,"(0, 1, 0)",1,174.6316897210927,[174.63167012 174.63170932],-47.56392159059328,-83.56392159059328,-52.473566701634155,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(0, 1, 0)",2,144.24602539409716,[144.24599768 144.24605311],-47.56392159059328,-83.56392159059328,-52.473566701634155,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(0, 1, 0)",3,182.66453237024143,[182.66449842 182.66456632],-47.56392159059328,-83.56392159059328,-52.473566701634155,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(0, 1, 0)",4,155.12351174927971,[155.12347255 155.12355095],-47.56392159059328,-83.56392159059328,-52.473566701634155,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(0, 1, 1)",1,174.6316897210927,[174.63167012 174.63170932],-45.56392159059328,-81.56392159059328,-51.08727234051427,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(0, 1, 1)",2,144.24602539409716,[144.24599768 144.24605311],-45.56392159059328,-81.56392159059328,-51.08727234051427,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(0, 1, 1)",3,182.66453237024143,[182.66449842 182.66456632],-45.56392159059328,-81.56392159059328,-51.08727234051427,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(0, 1, 1)",4,155.12351174927971,[155.12347255 155.12355095],-45.56392159059328,-81.56392159059328,-51.08727234051427,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(0, 1, 2)",1,174.6316897210927,[174.63167012 174.63170932],-43.56392159059328,-80.23058825725995,-49.700977979394374,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(0, 1, 2)",2,144.24602539409716,[144.24599768 144.24605311],-43.56392159059328,-80.23058825725995,-49.700977979394374,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(0, 1, 2)",3,182.66453237024143,[182.66449842 182.66456632],-43.56392159059328,-80.23058825725995,-49.700977979394374,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(0, 1, 2)",4,155.12351174927971,[155.12347255 155.12355095],-43.56392159059328,-80.23058825725995,-49.700977979394374,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(0, 2, 0)",1,182.60579770496042,[182.60577811 182.6058173 ],-46.71878043856985,-82.71878043856985,-53.92988212922497,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(0, 2, 0)",2,150.98338397471525,[150.98334015 150.9834278 ],-46.71878043856985,-82.71878043856985,-53.92988212922497,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(0, 2, 0)",3,202.2339447485174,[202.23387141 202.23401808],-46.71878043856985,-82.71878043856985,-53.92988212922497,613,-410.7660552514826,410.7660552514826
2019,LA,Total,"(0, 2, 0)",4,177.79462682629674,[177.79451947 177.79473418],-46.71878043856985,-82.71878043856985,-53.92988212922497,720,-542.2053731737033,542.2053731737033
2016,LA,Total,"(0, 2, 1)",1,182.60579770496042,[182.60577811 182.6058173 ],-44.71878043857107,-80.71878043857107,-52.831269840558086,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(0, 2, 1)",2,150.98338397471525,[150.98334015 150.9834278 ],-44.71878043857107,-80.71878043857107,-52.831269840558086,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(0, 2, 1)",3,202.23394474852466,[202.23387141 202.23401808],-44.71878043857107,-80.71878043857107,-52.831269840558086,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(0, 2, 1)",4,177.7946268263113,[177.79451947 177.79473418],-44.71878043857107,-80.71878043857107,-52.831269840558086,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(0, 2, 2)",1,182.60579770496042,[182.60577811 182.6058173 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(0, 2, 2)",2,150.98338397471525,[150.98334015 150.9834278 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(0, 2, 2)",3,202.23394474852466,[202.23387141 202.23401808],-42.71878043857107,-79.38544710523774,-51.73265755188997,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(0, 2, 2)",4,177.7946268263113,[177.79451947 177.79473418],-42.71878043857107,-79.38544710523774,-51.73265755188997,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(1, 1, 0)",1,174.6316897210927,[174.63167012 174.63170932],-46.446050932993174,-82.44605093299317,-51.96940168291416,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(1, 1, 0)",2,144.24602539409716,[144.24600156 144.24604923],-46.446050932993174,-82.44605093299317,-51.96940168291416,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(1, 1, 0)",3,182.66453237024143,[182.66450398 182.66456076],-46.446050932993174,-82.44605093299317,-51.96940168291416,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(1, 1, 0)",4,155.12351174927971,[155.12347971 155.12354379],-46.446050932993174,-82.44605093299317,-51.96940168291416,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(1, 1, 1)",1,174.6316897210927,[174.63167012 174.63170932],-43.56392159059328,-80.23058825725995,-49.700977979394374,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(1, 1, 1)",2,144.24602539409716,[144.24599768 144.24605311],-43.56392159059328,-80.23058825725995,-49.700977979394374,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(1, 1, 1)",3,182.66453237024143,[182.66449842 182.66456632],-43.56392159059328,-80.23058825725995,-49.700977979394374,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(1, 1, 1)",4,155.12351174927971,[155.12347255 155.12355095],-43.56392159059328,-80.23058825725995,-49.700977979394374,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(1, 1, 2)",1,174.6316897210927,[174.63167012 174.63170932],-41.56392159059328,-79.278207304879,-48.314683618274486,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(1, 1, 2)",2,144.24602539409716,[144.24599768 144.24605311],-41.56392159059328,-79.278207304879,-48.314683618274486,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(1, 1, 2)",3,182.66453237024143,[182.66449842 182.66456632],-41.56392159059328,-79.278207304879,-48.314683618274486,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(1, 1, 2)",4,155.12351174927971,[155.12347255 155.12355095],-41.56392159059328,-79.278207304879,-48.314683618274486,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(1, 2, 0)",1,182.60579770496406,[182.60577811 182.6058173 ],-44.96648967946225,-80.96648967946226,-53.07897908144926,270,-87.39420229503594,87.39420229503594
2017,LA,Total,"(1, 2, 0)",2,150.98338397472253,[150.98334425 150.9834237 ],-44.96648967946225,-80.96648967946226,-53.07897908144926,283,-132.01661602527747,132.01661602527747
2018,LA,Total,"(1, 2, 0)",3,202.23394474853194,[202.2338804  202.23400909],-44.96648967946225,-80.96648967946226,-53.07897908144926,613,-410.76605525146806,410.76605525146806
2019,LA,Total,"(1, 2, 0)",4,177.79462682631856,[177.79453436 177.7947193 ],-44.96648967946225,-80.96648967946226,-53.07897908144926,720,-542.2053731736814,542.2053731736814
2016,LA,Total,"(1, 2, 1)",1,182.60579770496042,[182.60577811 182.6058173 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(1, 2, 1)",2,150.98338397471525,[150.98334015 150.9834278 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(1, 2, 1)",3,202.23394474852466,[202.23387141 202.23401808],-42.71878043857107,-79.38544710523774,-51.73265755188997,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(1, 2, 1)",4,177.7946268263113,[177.79451947 177.79473418],-42.71878043857107,-79.38544710523774,-51.73265755188997,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(1, 2, 2)",1,182.60579770496042,[182.60577811 182.6058173 ],-40.71878043857107,-78.43306615285678,-50.634045263221864,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(1, 2, 2)",2,150.98338397471525,[150.98334015 150.9834278 ],-40.71878043857107,-78.43306615285678,-50.634045263221864,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(1, 2, 2)",3,202.23394474852466,[202.23387141 202.23401808],-40.71878043857107,-78.43306615285678,-50.634045263221864,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(1, 2, 2)",4,177.7946268263113,[177.79451947 177.79473418],-40.71878043857107,-78.43306615285678,-50.634045263221864,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(2, 1, 0)",1,174.6316897210927,[174.63167012 174.63170932],-43.56392159059328,-80.23058825725995,-49.700977979394374,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(2, 1, 0)",2,144.24602539409716,[144.24599768 144.24605311],-43.56392159059328,-80.23058825725995,-49.700977979394374,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(2, 1, 0)",3,182.66453237024143,[182.66449842 182.66456632],-43.56392159059328,-80.23058825725995,-49.700977979394374,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(2, 1, 0)",4,155.12351174927971,[155.12347255 155.12355095],-43.56392159059328,-80.23058825725995,-49.700977979394374,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(2, 1, 1)",1,174.6316897210927,[174.63167012 174.63170932],-41.56392159059328,-79.278207304879,-48.314683618274486,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(2, 1, 1)",2,144.24602539409716,[144.24599768 144.24605311],-41.56392159059328,-79.278207304879,-48.314683618274486,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(2, 1, 1)",3,182.66453237024143,[182.66449842 182.66456632],-41.56392159059328,-79.278207304879,-48.314683618274486,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(2, 1, 1)",4,155.12351174927971,[155.12347255 155.12355095],-41.56392159059328,-79.278207304879,-48.314683618274486,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(2, 1, 2)",1,174.6316897210927,[174.63167012 174.63170932],-39.56392159059328,-78.56392159059328,-46.92838925715459,270,-95.3683102789073,95.3683102789073
2017,LA,Total,"(2, 1, 2)",2,144.24602539409716,[144.24599768 144.24605311],-39.56392159059328,-78.56392159059328,-46.92838925715459,283,-138.75397460590284,138.75397460590284
2018,LA,Total,"(2, 1, 2)",3,182.66453237024143,[182.66449842 182.66456632],-39.56392159059328,-78.56392159059328,-46.92838925715459,613,-430.33546762975857,430.33546762975857
2019,LA,Total,"(2, 1, 2)",4,155.12351174927971,[155.12347255 155.12355095],-39.56392159059328,-78.56392159059328,-46.92838925715459,720,-564.8764882507203,564.8764882507203
2016,LA,Total,"(2, 2, 0)",1,182.60579770496042,[182.60577811 182.6058173 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(2, 2, 0)",2,150.98338397471525,[150.98334015 150.9834278 ],-42.71878043857107,-79.38544710523774,-51.73265755188997,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(2, 2, 0)",3,202.23394474852466,[202.23387141 202.23401808],-42.71878043857107,-79.38544710523774,-51.73265755188997,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(2, 2, 0)",4,177.7946268263113,[177.79451947 177.79473418],-42.71878043857107,-79.38544710523774,-51.73265755188997,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(2, 2, 1)",1,182.60579770496042,[182.60577811 182.6058173 ],-40.71878043857107,-78.43306615285678,-50.634045263221864,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(2, 2, 1)",2,150.98338397471525,[150.98334015 150.9834278 ],-40.71878043857107,-78.43306615285678,-50.634045263221864,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(2, 2, 1)",3,202.23394474852466,[202.23387141 202.23401808],-40.71878043857107,-78.43306615285678,-50.634045263221864,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(2, 2, 1)",4,177.7946268263113,[177.79451947 177.79473418],-40.71878043857107,-78.43306615285678,-50.634045263221864,720,-542.2053731736887,542.2053731736887
2016,LA,Total,"(2, 2, 2)",1,182.60579770496042,[182.60577811 182.6058173 ],-38.71878043857107,-77.71878043857107,-49.53543297455376,270,-87.39420229503958,87.39420229503958
2017,LA,Total,"(2, 2, 2)",2,150.98338397471525,[150.98334015 150.9834278 ],-38.71878043857107,-77.71878043857107,-49.53543297455376,283,-132.01661602528475,132.01661602528475
2018,LA,Total,"(2, 2, 2)",3,202.23394474852466,[202.23387141 202.23401808],-38.71878043857107,-77.71878043857107,-49.53543297455376,613,-410.76605525147534,410.76605525147534
2019,LA,Total,"(2, 2, 2)",4,177.7946268263113,[177.79451947 177.79473418],-38.71878043857107,-77.71878043857107,-49.53543297455376,720,-542.2053731736887,542.2053731736887
2016,MI,Total,"(0, 1, 0)",1,-3.7954514492303133,[-3.79547105 -3.79543185],-47.56392158463022,-83.56392158463022,-52.473566695671096,2482,-2485.7954514492303,2485.7954514492303
2017,MI,Total,"(0, 1, 0)",2,-2061.8696563492995,[-2061.86968407 -2061.86962863],-47.56392158463022,-83.56392158463022,-52.473566695671096,2742,-4803.8696563492995,4803.8696563492995
2018,MI,Total,"(0, 1, 0)",3,-4730.280151354615,[-4730.2801853  -4730.28011741],-47.56392158463022,-83.56392158463022,-52.473566695671096,3571,-8301.280151354615,8301.280151354615
2019,MI,Total,"(0, 1, 0)",4,-7963.286545363488,[-7963.28658456 -7963.28650616],-47.56392158463022,-83.56392158463022,-52.473566695671096,1830,-9793.286545363488,9793.286545363488
